day,energy_sum,HouseCount,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase
2012-10-06,48782.4520048,5094,9.576453082999606,13.64,337,7.43,0.25,0.4,1021.29,13.64,9.98,0.87,8.79,13.64,2.0,9.49,5.27,13.64,5.17,0.73
2012-10-07,52167.6859994,5104,10.220941614302507,12.22,88,10.23,0.61,2.49,1015.27,12.22,7.84,0.92,7.73,12.22,1.0,9.07,9.51,12.22,8.84,0.76
2012-10-08,51913.5130059,5109,10.16118868778626,14.23,57,8.4,0.58,2.66,1015.96,14.23,10.12,0.82,6.21,14.23,2.0,7.04,9.07,14.23,7.73,0.79
2012-10-09,49740.338996,5144,9.669583786158631,14.13,93,6.21,0.56,2.16,1015.24,14.13,13.21,0.74,7.37,14.13,2.0,9.15,7.04,14.13,6.21,0.82
2012-10-10,49848.7720052,5167,9.647526999264564,14.88,119,10.58,0.71,3.2,1004.43,14.92,8.69,0.89,10.37,14.99,1.0,10.37,9.15,14.88,7.37,0.85
2012-10-11,51964.6819978,5183,10.025985336253134,14.72,250,7.08,0.48,5.42,1005.33,13.99,13.07,0.75,6.47,14.73,2.0,6.47,8.51,13.99,7.12,0.89
2012-10-12,50247.4009966,5215,9.635167976337488,11.53,252,6.15,0.29,2.18,1004.92,11.53,12.94,0.84,1.64,11.53,2.0,2.81,6.41,11.53,4.01,0.92
2012-10-13,53088.2080011,5253,10.106264610908053,12.32,300,4.1,0.2,2.36,1002.5,12.32,11.86,0.8,2.83,12.32,2.0,4.09,2.81,12.32,1.64,0.96
2012-10-14,56481.092997399996,5254,10.750112865892653,13.03,220,6.39,0.31,2.97,1002.67,13.03,12.17,0.84,7.15,13.03,1.0,9.81,4.09,13.03,2.83,0.99
2012-10-15,53584.1330024,5242,10.222078024112934,14.74,226,6.91,0.39,5.37,1000.8,14.74,12.59,0.74,7.41,14.74,1.0,8.8,9.06,14.74,7.15,0.03
2012-10-16,50285.1660032,5054,9.94957776082311,16.6,178,9.87,0.42,4.66,998.22,16.6,12.2,0.82,12.15,16.6,1.0,12.15,8.8,16.6,7.41,0.07
2012-10-17,51305.171997599995,5240,9.79106335832061,16.04,181,11.2,0.44,4.18,1001.82,16.04,13.23,0.85,11.98,16.04,1.0,11.98,12.15,16.04,12.15,0.11
2012-10-18,46948.8269994,4905,9.571626299571866,13.21,88,11.64,0.66,0.51,1007.63,13.01,8.42,0.95,8.9,13.21,1.0,9.57,11.98,13.01,11.98,0.15
2012-10-19,54245.9430047,5337,10.164126476428706,14.01,233,10.16,0.61,0.86,1015.85,14.01,8.01,0.91,10.19,14.01,1.0,10.19,9.57,14.01,8.9,0.18
2012-10-20,54504.3390026,5371,10.147894061180413,12.41,41,10.32,0.69,3.37,1018.09,12.41,9.22,0.94,11.6,12.41,1.0,11.6,10.19,12.41,10.19,0.22
2012-10-21,58861.5299978,5374,10.953020096352809,14.73,51,13.32,0.9,2.57,1019.88,14.79,1.48,0.98,12.51,14.79,1.0,12.51,12.02,14.73,12.02,0.26
2012-10-22,55010.2080037,5371,10.242079315527834,14.05,14,12.61,0.88,2.3,1023.66,13.51,1.82,0.96,13.08,14.05,1.0,13.08,12.46,13.51,12.46,0.29
2012-10-23,54515.5519992,5402,10.091734912847093,16.18,56,12.82,0.74,3.45,1019.7,16.18,2.45,0.92,12.94,16.18,1.0,12.94,13.08,16.18,13.08,0.33
2012-10-24,53181.9859987,5425,9.803131059668203,13.61,59,10.89,0.81,5.16,1016.51,13.28,7.9,0.91,5.61,13.61,1.0,8.5,10.09,13.28,10.09,0.36
2012-10-25,54412.931996499996,5398,10.080202296498703,10.11,32,4.64,0.7,5.19,1012.84,6.19,12.33,0.79,-2.56,10.11,1.0,2.49,4.19,8.96,-0.37,0.4
2012-10-26,58502.3789972,5477,10.681464122183677,7.68,347,1.48,0.39,5.79,1015.91,3.78,13.07,0.79,-0.94,3.78,1.0,1.43,2.49,7.68,-2.56,0.43
2012-10-27,62182.3420013,5504,11.297663881050145,9.17,234,3.96,0.42,3.13,1015.62,6.89,12.68,0.88,5.25,6.89,1.0,7.66,1.43,9.17,-0.94,0.46
2012-10-29,60268.126993,5468,11.021969091623994,12.4,238,7.73,0.45,2.95,1008.71,12.4,12.49,0.89,3.44,12.4,1.0,5.57,7.66,12.4,5.47,0.49
2012-10-30,59182.7590019,5468,10.823474579718361,10.92,259,5.0,0.45,2.37,1004.48,10.92,11.25,0.84,4.43,10.92,1.0,6.45,5.57,10.92,3.44,0.52
2012-10-31,59392.623995999995,5490,10.81832859672131,12.36,185,6.24,0.49,5.32,989.93,12.36,12.99,0.79,4.38,12.36,1.0,6.85,6.45,12.36,4.43,0.55
2012-11-01,58759.764994799996,5431,10.819327010642606,11.46,225,5.06,0.44,4.07,979.63,6.6,12.54,0.85,0.85,11.46,1.0,4.2,4.2,9.42,0.85,0.58
2012-11-02,60098.3460002,5451,11.025196477747203,9.78,229,2.96,0.23,4.31,991.25,6.88,12.96,0.77,1.56,6.88,1.0,3.22,4.61,9.78,1.81,0.61
2012-11-03,62554.515992399996,5483,11.408811962867043,9.45,226,2.79,0.25,3.16,996.52,6.47,12.71,0.79,1.33,6.47,1.0,2.96,3.22,9.45,1.56,0.64
2012-11-04,69486.4529991,5501,12.631603890038175,8.67,229,3.97,0.59,0.59,994.21,7.03,9.99,0.92,2.83,7.03,1.0,2.94,2.96,8.67,1.18,0.67
2012-11-05,62747.9500051,5505,11.3983560408901,9.19,338,3.37,0.41,2.09,1006.26,7.08,9.08,0.83,-1.72,7.08,1.0,0.92,2.94,9.19,2.62,0.7
2012-11-06,63569.7629982,5508,11.541351306862746,9.67,257,3.89,0.33,3.58,1020.29,7.17,10.41,0.87,2.35,7.17,1.0,4.97,0.92,9.67,-1.72,0.74
2012-11-07,61916.3049954,5504,11.249328669222384,9.93,247,5.79,0.47,4.2,1024.32,7.64,12.67,0.86,5.13,7.64,1.0,7.81,4.97,9.93,2.35,0.77
2012-11-08,60272.7240053,5491,10.97663886456019,12.34,245,6.19,0.64,3.72,1019.18,12.34,13.36,0.78,6.7,12.34,1.0,8.13,7.81,12.34,5.13,0.8
2012-11-09,60145.9459959,5491,10.953550536496085,11.27,195,6.21,0.7,3.17,1010.05,11.27,13.37,0.8,7.16,11.27,1.0,8.8,8.13,11.27,6.7,0.84
2012-11-10,62924.0510016,5517,11.405483233931484,10.31,220,7.38,0.49,2.38,997.84,8.79,11.78,0.91,0.46,10.31,1.0,2.1,5.2,9.78,3.38,0.87
2012-11-11,66442.4249911,5523,12.030133078236464,9.87,247,3.49,0.22,1.98,1011.6,8.39,10.32,0.88,3.28,8.39,1.0,4.52,2.1,9.87,0.46,0.91
2012-11-12,62713.104997999995,5496,11.410681404294031,12.18,204,7.51,0.5,3.06,1020.98,12.06,10.04,0.92,10.06,12.18,1.0,10.06,4.52,12.06,3.72,0.95
2012-11-13,59081.247999499996,5519,10.705063960771879,14.66,203,10.34,0.54,3.23,1026.29,14.66,11.49,0.88,10.47,14.66,1.0,10.47,10.06,14.66,10.06,0.98
2012-11-14,58936.086980299995,5509,10.69814612094754,12.62,113,8.13,0.55,1.86,1026.48,12.62,9.21,0.86,6.64,12.62,1.0,6.64,7.33,12.62,7.08,0.02
2012-11-15,60293.5369854,5514,10.934627672361263,9.07,101,5.96,0.71,0.62,1022.69,9.07,4.06,0.92,4.89,9.07,1.0,5.91,6.45,9.07,5.43,0.06
2012-11-16,61890.4339996,5492,11.269197742097596,9.19,139,6.3,0.9,2.0,1014.76,7.24,3.48,0.92,7.13,7.75,1.0,8.94,5.91,9.11,4.89,0.1
2012-11-17,63324.753,5510,11.49269564428312,12.44,243,8.66,0.65,1.69,1007.72,12.44,9.32,0.88,2.07,12.44,1.0,2.07,8.18,12.44,7.04,0.13
2012-11-18,66784.68299829999,5525,12.08772542955656,9.42,236,2.5,0.3,0.72,1014.66,9.42,12.57,0.82,1.42,9.42,1.0,3.42,2.07,9.42,2.07,0.17
2012-11-19,62938.8129955,5518,11.40609151785067,11.23,179,5.32,0.5,4.13,1011.21,11.23,12.38,0.82,10.79,11.23,1.0,10.79,3.49,11.23,1.42,0.21
2012-11-20,61337.5349966,5517,11.117914626898676,13.46,182,10.63,0.76,5.74,1008.74,13.46,10.81,0.9,7.23,13.46,1.0,9.73,10.88,13.46,10.88,0.24
2012-11-21,62319.8889995,5503,11.324711793476286,11.87,197,7.8,0.45,2.82,1007.68,10.8,10.65,0.91,3.68,11.87,1.0,6.06,6.06,10.8,3.42,0.28
2012-11-22,60745.075007,5514,11.01651704878491,13.09,191,7.94,0.54,7.58,1011.36,13.09,12.73,0.81,3.97,13.09,1.0,6.02,6.56,13.09,4.09,0.31
2012-11-23,60479.8020031,5493,11.010340797942836,10.7,212,6.02,0.38,2.71,1011.69,10.7,11.46,0.89,2.99,10.7,1.0,3.64,5.12,10.7,3.97,0.34
2012-11-24,66812.5670067,5518,12.108112904440015,9.91,104,6.52,0.58,3.43,1010.19,6.44,5.7,0.97,2.87,7.11,1.0,7.46,3.64,9.36,2.99,0.38
2012-11-25,66501.0740067,5460,12.17968388401099,12.54,225,6.88,0.54,6.54,1001.79,10.92,12.36,0.81,6.04,12.54,1.0,7.68,7.46,10.92,2.87,0.41
2012-11-26,63061.6369995,5469,11.53074364591333,10.69,208,7.1,0.64,1.29,998.27,9.52,11.31,0.91,5.0,10.69,1.0,7.17,7.17,9.52,5.0,0.44
2012-11-27,63349.1289959,5442,11.640780778371921,8.47,346,5.98,0.72,3.98,1003.65,6.07,9.69,0.9,2.49,6.07,1.0,5.84,6.42,8.47,3.08,0.47
2012-11-28,65904.7809957,5500,11.982687453763637,6.89,342,3.31,0.65,5.17,1012.91,3.34,13.2,0.83,-1.39,3.34,1.0,2.23,3.45,6.89,-0.33,0.5
2012-11-29,66583.7450038,5521,12.060087847092918,5.84,320,0.73,0.36,3.2,1012.58,3.18,12.92,0.83,-2.51,3.18,1.0,-0.89,1.63,5.84,-1.39,0.53
2012-11-30,67908.0359982,5516,12.311101522516315,4.37,278,-0.24,0.25,1.55,1011.91,2.52,10.01,0.88,-4.31,2.52,1.0,-1.35,-0.89,4.37,-2.57,0.56
2012-12-01,72511.6369973,5522,13.13140836604491,5.73,274,-0.17,0.31,2.68,1014.56,2.61,8.92,0.88,-4.97,2.61,1.0,-1.55,-1.35,5.73,-4.31,0.59
2012-12-02,75731.952007,5521,13.717071546277849,4.76,263,-1.13,0.31,2.1,1016.35,2.71,12.81,0.84,0.09,2.71,1.0,1.77,-1.55,4.76,-4.97,0.62
2012-12-03,67512.752003,5436,12.419564386129506,10.22,248,4.75,0.58,3.55,1007.42,10.22,10.67,0.87,-2.14,10.22,1.0,2.33,2.94,10.22,0.57,0.65
2012-12-04,67746.10099579999,5520,12.2728443832971,7.73,266,1.43,0.21,4.36,1003.4,4.36,12.89,0.82,-1.96,4.36,1.0,-0.77,1.21,7.73,-2.14,0.68
2012-12-05,69291.8929961,5429,12.763288450193405,3.89,311,-0.69,0.39,3.05,1008.05,-0.07,11.14,0.84,-5.79,-0.07,1.0,-2.82,-0.77,3.89,-2.82,0.71
2012-12-06,71559.5290089,5514,12.977789083949947,4.84,212,-1.32,0.43,3.07,1013.58,0.03,12.55,0.84,-1.81,0.37,1.0,2.99,-2.82,4.13,-5.79,0.75
2012-12-07,70676.6810016,5522,12.799109199855124,6.33,299,1.59,0.56,5.63,1001.72,2.12,12.84,0.8,1.16,2.12,1.0,3.9,2.97,6.33,-2.07,0.78
2012-12-08,70604.9419953,5521,12.788433616247056,6.46,299,1.79,0.52,2.14,1023.19,4.69,12.39,0.83,0.01,4.69,1.0,3.17,3.17,6.46,0.01,0.82
2012-12-09,73618.570003,5493,13.402251957582378,8.66,271,3.43,0.53,5.44,1018.89,5.37,13.33,0.8,-0.58,5.37,1.0,3.21,3.86,8.66,0.49,0.86
2012-12-10,69175.2509878,5521,12.529478534287266,5.59,326,0.61,0.27,3.93,1022.18,2.23,13.18,0.79,-2.17,2.23,1.0,-0.23,1.55,5.59,-1.04,0.89
2012-12-11,64842.448993699996,5074,12.779355339712257,2.7,326,-1.19,0.29,1.67,1029.42,1.26,6.18,0.89,-3.83,1.26,1.0,-3.83,-2.49,2.7,-2.49,0.93
2012-12-12,66929.71400749999,5035,13.292892553624625,1.8,155,-2.29,0.45,0.73,1020.51,1.8,6.49,0.91,-3.72,1.8,1.0,-1.35,-3.83,1.8,-3.83,0.97
2012-12-13,73340.8690045,5512,13.305672896317125,1.58,78,-1.81,0.6,2.09,1005.66,-1.1,6.78,0.87,-2.88,-1.1,1.0,0.82,-1.35,1.58,-3.72,0.01
2012-12-14,72237.5940017,5520,13.086520652481884,10.34,168,5.46,0.71,4.22,985.82,10.34,7.45,0.92,4.48,10.34,0.0,7.54,1.93,10.34,-0.92,0.05
2012-12-15,68643.3730006,5512,12.453442126378809,11.17,211,6.32,0.39,4.93,991.49,11.17,13.15,0.86,3.01,11.17,1.0,5.32,6.91,11.17,4.32,0.08
2012-12-16,69938.2739968,5503,12.709117571651825,9.82,207,5.42,0.39,3.07,999.72,7.78,12.86,0.89,3.08,7.78,1.0,5.62,5.32,9.82,3.01,0.12
2012-12-17,65932.2299989,5514,11.957241566721073,9.1,230,4.71,0.32,3.79,1001.69,6.39,12.71,0.86,2.47,6.39,1.0,5.04,5.62,9.1,3.08,0.15
2012-12-18,64234.1299984,5480,11.721556569051096,7.96,291,4.36,0.62,2.17,1014.41,7.12,11.65,0.86,0.96,7.12,0.0,3.07,4.66,7.96,2.47,0.19
2012-12-19,68398.5319898,5511,12.411274177064055,7.44,119,4.27,0.52,4.02,1016.68,4.49,7.87,0.92,2.59,4.49,1.0,6.44,3.07,7.44,0.96,0.22
2012-12-20,67403.8779991,5505,12.244119527538603,9.57,137,7.49,0.76,3.54,1002.52,7.93,8.96,0.96,4.47,7.93,0.0,6.75,6.53,9.57,2.82,0.26
2012-12-21,64298.4280002,5454,11.789224055775577,9.69,240,6.22,0.44,3.21,1009.54,7.58,12.15,0.91,4.44,7.58,1.0,6.04,6.3,9.69,4.44,0.29
2012-12-22,67166.44699889999,5425,12.380911889198154,13.07,200,9.32,0.67,3.91,1005.25,13.07,10.15,0.96,12.34,13.07,0.0,12.34,6.04,13.07,4.44,0.32
2012-12-23,65290.658999,5475,11.925234520365297,13.08,231,9.3,0.53,5.51,1003.59,12.56,12.73,0.86,5.49,13.08,1.0,7.57,9.34,12.56,7.75,0.35
2012-12-24,65236.4409943,5385,12.114473722246982,12.3,201,8.28,0.61,4.28,999.12,12.3,10.85,0.91,4.44,12.3,1.0,7.25,7.57,12.3,5.49,0.38
2012-12-25,68559.2030013,5471,12.531384207877903,9.14,225,6.27,0.56,4.39,995.66,6.05,13.07,0.89,1.34,6.49,1.0,4.83,6.46,9.14,3.86,0.41
2012-12-26,64148.8759986,5493,11.678295284653196,10.18,230,5.73,0.39,5.05,1004.15,10.18,12.94,0.88,3.74,10.18,1.0,6.42,4.83,10.18,1.34,0.44
2012-12-27,65207.7839983,5497,11.862431143951246,7.97,258,4.81,0.51,4.09,1005.46,5.36,12.46,0.84,3.99,5.36,1.0,5.45,6.42,7.97,3.64,0.47
2012-12-28,64628.9710051,5488,11.776415999471574,12.34,207,7.73,0.7,4.78,1016.76,12.28,11.46,0.89,11.46,12.34,0.0,11.46,5.45,12.28,3.99,0.51
2012-12-29,63839.8649936,5465,11.681585543202196,11.97,204,7.41,0.59,7.6,1004.18,11.48,12.5,0.83,1.25,11.97,0.0,5.44,7.28,11.48,3.69,0.53
2012-12-30,65145.2759925,5466,11.918272226948408,10.9,231,3.9,0.37,6.82,1009.95,6.47,13.2,0.77,0.91,10.9,1.0,4.22,5.44,9.51,1.25,0.56
2012-12-31,65552.0789959,5504,11.909898073382994,9.24,264,3.28,0.38,4.55,1007.65,4.24,13.15,0.81,0.23,6.97,1.0,3.31,4.22,7.49,0.88,0.6
2013-01-01,65165.8160011,5500,11.848330182018183,7.49,257,2.4,0.43,4.0,1016.89,2.34,13.15,0.82,1.68,4.38,1.0,4.42,3.31,5.76,0.23,0.63
2013-01-02,66143.3179997,5504,12.01731795052689,10.82,242,5.41,0.61,3.72,1023.12,7.52,11.35,0.91,7.07,10.82,1.0,9.65,3.31,9.86,0.23,0.66
2013-01-03,62720.5929973,5501,11.401671150209053,11.41,255,9.12,0.66,4.36,1032.61,11.41,11.89,0.91,7.08,11.41,1.0,9.55,9.65,11.41,7.07,0.7
2013-01-04,62707.9399978,5484,11.434708241757841,10.79,266,7.31,0.83,4.28,1037.15,10.17,12.34,0.85,5.7,10.79,1.0,8.07,8.17,10.17,5.7,0.73
2013-01-05,64377.9039967,5495,11.7157241122293,10.66,251,7.82,0.72,3.15,1035.16,10.66,9.58,0.92,5.08,10.66,1.0,6.91,7.84,10.66,5.76,0.77
2013-01-06,67848.02599729999,5461,12.424102911060244,8.61,232,7.0,0.67,2.23,1032.19,6.98,5.5,0.96,5.24,6.98,1.0,7.1,6.91,7.97,5.08,0.8
2013-01-07,64036.5130004,5490,11.664210018287797,9.08,206,6.78,0.84,3.27,1026.88,6.36,9.7,0.92,6.03,7.31,1.0,8.19,7.1,8.56,5.24,0.84
2013-01-08,61826.8950006,5501,11.239210143719324,11.23,218,7.77,0.76,3.71,1024.17,11.23,11.73,0.87,6.48,11.23,1.0,8.46,9.02,11.23,6.9,0.88
2013-01-09,61591.8780009,5433,11.336623964826062,9.21,329,5.61,0.52,0.93,1021.19,7.33,8.64,0.9,1.16,9.13,1.0,1.16,1.77,8.93,1.77,0.92
2013-01-10,66205.4509976,5482,12.07687905829989,3.43,307,1.46,0.7,1.55,1015.8,2.36,5.21,0.94,-1.42,2.36,1.0,0.89,1.16,3.43,-0.48,0.95
2013-01-11,65997.7840014,5456,12.096368035447213,5.7,281,1.68,0.52,0.4,1017.62,5.7,5.7,0.93,-1.29,5.7,1.0,1.37,0.89,5.7,-1.42,0.99
2013-01-12,71682.4479983,5492,13.052157319428261,4.53,90,0.79,0.57,4.76,1012.97,0.07,10.03,0.83,-1.5,0.07,1.0,2.12,1.75,4.53,-1.06,0.03
2013-01-13,75085.0829958,5493,13.66923047438558,3.48,23,-1.76,0.6,3.13,1018.81,-0.62,12.46,0.74,-3.14,-0.09,1.0,-0.41,1.04,2.88,-2.16,0.07
2013-01-14,71514.7839957,5410,13.218998890147873,2.94,251,-0.61,0.59,2.08,1011.47,-0.93,9.66,0.88,-3.16,0.94,1.0,1.23,-0.41,2.62,-3.4,0.1
2013-01-15,70969.6650034,5477,12.957762461822167,2.38,327,-0.89,0.58,3.28,1008.99,0.89,11.41,0.85,-4.53,0.89,1.0,-2.18,-0.83,2.29,-3.16,0.14
2013-01-16,72020.8289891,5478,13.147285321120847,-0.06,27,-2.6,0.48,0.93,1013.33,-0.15,4.12,0.91,-3.86,-0.15,1.0,-3.86,-2.32,-0.06,-4.7,0.17
2013-01-17,73020.4389969,5495,13.288523930282075,2.88,111,-2.88,0.31,1.01,1017.44,2.88,9.64,0.83,-7.28,2.88,1.0,-1.44,-3.86,2.88,-3.86,0.2
2013-01-18,75962.2410033,5372,14.140402271649293,1.33,112,-2.88,0.67,5.2,1004.05,-6.09,6.41,0.85,-6.13,-2.04,1.0,-0.81,-1.93,-0.81,-7.8,0.23
2013-01-19,80851.5359976,5498,14.705626772935613,0.85,57,-1.83,0.84,4.16,997.28,-2.56,7.53,0.86,-5.88,-2.56,1.0,-0.93,-0.65,0.85,-5.37,0.26
2013-01-20,82378.6340024,5478,15.038085798174516,0.08,18,-1.87,0.85,3.18,994.89,-3.07,5.1,0.91,-3.32,-0.46,1.0,-0.86,-1.45,-0.21,-5.88,0.3
2013-01-21,74943.2279919,5493,13.643405787711632,1.17,196,-1.86,0.68,1.22,994.61,1.08,8.14,0.9,-5.09,1.08,1.0,-3.73,-1.98,1.17,-4.23,0.33
2013-01-22,74214.0699994,5474,13.557557544647425,2.82,85,-1.46,0.53,3.44,1001.55,-1.43,6.31,0.88,-2.53,-1.43,1.0,1.38,-3.73,2.82,-5.09,0.36
2013-01-23,73121.1379929,5481,13.340838896715926,2.82,76,-0.68,0.75,4.23,1007.72,-1.4,7.69,0.82,-2.49,-1.4,1.0,1.22,1.38,2.29,-2.47,0.39
2013-01-24,73362.0820061,5485,13.375037740401094,2.23,47,-1.81,0.8,2.07,1016.41,2.08,10.32,0.79,-1.63,2.08,1.0,-1.19,-0.11,2.23,-2.49,0.41
2013-01-25,73456.6139885,5462,13.448666054284145,2.98,155,-2.16,0.74,3.2,1014.52,-1.06,10.8,0.8,-3.46,0.81,1.0,0.96,-1.19,1.85,-4.07,0.44
2013-01-26,70118.9779964,5450,12.86586752227523,7.56,210,2.87,0.51,3.61,1006.45,4.69,10.27,0.86,3.16,4.69,1.0,6.47,2.37,7.41,-2.16,0.47
2013-01-27,70955.5069932,5484,12.93864095426696,10.26,227,4.08,0.43,6.6,997.84,10.26,12.01,0.77,-0.68,10.26,1.0,3.02,4.72,10.26,1.49,0.52
2013-01-28,67766.1849948,5482,12.36158062655965,10.54,217,4.14,0.47,5.95,1005.47,5.49,11.91,0.84,5.49,10.54,1.0,9.34,3.02,9.34,-0.68,0.54
2013-01-29,62072.884999199996,5341,11.62195937075454,13.09,225,9.99,0.69,7.22,1003.25,13.09,10.88,0.89,5.48,13.09,1.0,8.41,9.76,13.09,7.09,0.57
2013-01-30,60355.3289917,5441,11.092690496544753,12.56,245,5.96,0.44,7.85,1006.93,11.28,11.88,0.77,3.29,12.56,1.0,7.12,7.51,11.28,3.86,0.61
2013-01-31,61795.0579983,5472,11.29295650553728,9.94,243,4.39,0.35,7.3,1012.39,6.38,12.89,0.74,3.68,6.38,1.0,5.24,7.12,9.94,3.29,0.64
2013-02-01,63371.4630031,5466,11.593754665770215,8.03,265,3.73,0.49,2.83,1002.38,4.63,12.5,0.85,-1.67,5.33,1.0,2.9,4.16,7.33,2.49,0.68
2013-02-02,67696.6830024,5474,12.366949762952137,5.56,329,-0.82,0.43,4.97,1015.47,1.4,13.42,0.71,-2.93,1.9,1.0,0.11,1.48,5.14,-1.71,0.71
2013-02-03,72477.5699994,5430,13.34761878441989,9.12,243,2.24,0.55,4.32,1018.69,6.61,13.12,0.82,5.13,6.66,1.0,8.43,0.11,8.78,-2.93,0.75
2013-02-04,63675.9870081,5475,11.630317261753424,10.2,262,3.74,0.5,6.82,1012.2,10.16,13.0,0.71,-2.91,10.2,1.0,2.16,6.48,10.16,2.41,0.79
2013-02-05,65818.5210034,5477,12.017257805988681,6.44,257,-0.18,0.48,7.3,1000.03,0.64,12.84,0.73,-0.77,2.38,1.0,3.48,2.16,5.36,-2.91,0.83
2013-02-06,67092.3879926,5475,12.254317441570775,6.16,331,0.5,0.61,6.04,1006.64,1.0,13.23,0.75,-2.68,2.56,1.0,1.24,2.86,5.67,-1.46,0.86
2013-02-07,66464.3309972,5433,12.233449474912572,5.53,299,-1.83,0.39,3.57,1017.82,2.31,12.49,0.71,-2.13,2.42,1.0,0.81,1.24,5.53,-2.68,0.9
2013-02-08,66330.1659924,5474,12.117312019071976,5.59,314,-0.32,0.41,3.08,1019.29,2.73,10.54,0.78,-0.57,2.73,1.0,1.58,0.81,5.59,-2.13,0.94
2013-02-09,69775.9660004,5420,12.87379446501845,3.68,213,0.73,0.7,0.68,1018.79,1.84,10.38,0.86,0.37,2.1,1.0,3.01,1.58,3.68,-0.57,0.97
2013-02-10,72710.3730054,5324,13.65709485450789,4.73,129,2.29,0.84,4.86,999.65,1.03,7.07,0.93,-4.17,1.58,1.0,0.55,1.06,4.73,-4.17,0.02
2013-02-11,70211.1870024,5367,13.082017328563442,1.88,53,0.27,0.87,3.36,999.17,-1.66,4.36,0.93,-2.32,-1.66,1.0,1.22,0.55,1.88,-3.92,0.05
2013-02-12,70858.2320075,5471,12.951605192377993,2.24,40,-2.12,0.86,2.87,1015.13,-0.84,7.32,0.76,-2.88,-0.19,1.0,0.6,1.14,2.24,-2.29,0.08
2013-02-13,69601.1809944,5469,12.726491313658803,3.09,149,-2.72,0.68,3.48,1021.27,-1.9,6.92,0.73,-3.18,1.23,1.0,1.39,0.6,2.35,-3.18,0.11
2013-02-14,65511.8979958,5461,11.996318988427028,10.59,238,4.54,0.55,2.96,1011.45,10.59,10.56,0.81,-0.06,10.59,1.0,2.27,4.07,10.59,-0.11,0.15
2013-02-15,63002.2820096,5451,11.557931023592001,9.76,273,2.22,0.41,2.49,1019.7,7.75,13.04,0.77,4.7,7.75,1.0,4.7,2.27,9.76,-0.06,0.18
2013-02-16,62859.0750004,5437,11.561352768144197,10.13,190,1.36,0.48,1.11,1023.52,10.13,12.97,0.7,0.27,10.13,1.0,2.16,3.7,10.13,3.7,0.21
2013-02-17,65841.2159973,5468,12.041188002432332,9.49,102,1.91,0.33,2.79,1021.74,7.33,7.26,0.84,-0.63,7.33,1.0,2.02,2.16,9.49,0.27,0.24
2013-02-18,62823.2480002,5442,11.544147004814407,7.65,99,1.32,0.33,2.86,1020.42,5.22,7.23,0.83,-1.43,5.22,1.0,-1.43,1.16,7.65,-0.63,0.27
2013-02-19,61174.6349918,5371,11.389803573226587,10.12,4,0.3,0.11,0.4,1019.55,10.12,6.95,0.79,-1.27,10.12,2.0,1.93,-1.43,10.12,-1.43,0.3
2013-02-20,63643.8440061,5437,11.705691375041383,4.88,80,-0.48,0.68,4.86,1023.08,0.71,8.93,0.78,-3.63,3.78,1.0,1.28,1.83,4.88,-3.42,0.33
2013-02-21,68557.27800199999,5446,12.588556372016157,2.28,79,-5.51,0.8,5.58,1023.97,-2.56,13.24,0.59,-4.29,-2.51,1.0,0.2,0.86,2.28,-3.9,0.36
2013-02-22,70114.5729879,5446,12.874508444344473,1.36,45,-5.38,0.81,4.79,1020.5,-3.39,13.04,0.63,-4.2,-3.32,1.0,0.19,0.2,1.36,-4.29,0.39
2013-02-23,72232.5959977,5449,13.25611965456047,1.74,28,-4.22,0.83,3.92,1020.81,-2.18,11.64,0.68,-3.26,-1.89,1.0,0.85,0.19,1.74,-4.2,0.42
2013-02-24,76409.9999866,5452,14.01504034970653,2.35,0,-3.17,0.86,4.47,1023.88,-2.08,13.0,0.71,-2.46,-2.08,1.0,1.74,0.85,2.35,-3.26,0.45
2013-02-25,69229.4129939,5290,13.086845556502835,4.39,12,0.51,0.84,4.8,1026.97,0.59,9.78,0.83,-1.18,0.59,1.0,2.98,1.74,4.39,-2.46,0.48
2013-02-26,68489.2570033,5436,12.599201067568064,4.93,41,2.55,0.86,4.34,1032.15,1.8,3.48,0.91,-1.82,1.8,1.0,2.33,2.98,4.93,-1.18,0.52
2013-02-27,65651.5269985,5423,12.10612705117094,6.11,38,0.84,0.69,4.4,1034.17,2.67,8.92,0.83,-0.97,2.67,1.0,2.41,2.33,6.11,-1.82,0.55
2013-02-28,64250.1219917,5368,11.96909873168778,7.26,43,0.96,0.64,4.25,1029.69,4.09,12.67,0.8,-1.18,4.09,1.0,2.58,2.41,7.26,-1.18,0.59
2013-03-01,65503.7189955,5434,12.05442013167096,6.62,37,0.98,0.83,3.77,1029.18,3.28,10.27,0.78,-0.01,3.28,1.0,2.58,2.58,6.62,-1.08,0.62
2013-03-02,66740.3050044,5418,12.318254891915835,4.69,38,-1.48,0.66,2.02,1027.67,3.13,13.05,0.72,-1.14,3.13,1.0,-1.14,0.63,4.69,-0.01,0.66
2013-03-03,68533.4639932,5381,12.736194758074706,7.83,89,0.26,0.58,2.2,1023.52,5.04,10.12,0.8,-1.41,5.04,1.0,2.14,-1.14,7.83,-1.14,0.7
