day,energy_sum,HouseCount,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase
2012-05-09,23220.6640018,2419,9.599282348821827,17.12,213,13.92,0.79,6.59,1009.21,17.12,10.9,0.9,11.47,17.12,4.0,11.47,14.44,17.12,14.44,0.66
2012-05-10,23334.9489998,2511,9.293090003902828,15.88,270,6.23,0.45,5.09,1021.32,15.88,13.31,0.64,3.24,15.88,5.0,5.69,9.37,15.88,7.43,0.7
2012-05-11,22718.5220011,2580,8.805628682596899,14.44,343,1.98,0.16,2.6,1036.68,14.44,13.23,0.58,4.6,14.44,6.0,5.49,5.69,14.44,3.24,0.73
2012-05-12,24205.5800002,2631,9.200144431851006,16.26,226,3.74,0.19,3.29,1030.8,16.26,12.76,0.62,4.06,16.26,6.0,6.94,5.49,16.26,4.6,0.77
2012-05-13,25277.5940008,2654,9.524338357498117,11.41,229,6.17,0.43,4.56,1016.78,11.41,12.89,0.8,2.59,11.41,4.0,5.92,6.94,11.41,4.06,0.8
2012-05-14,24621.9489997,2663,9.245944047953435,11.27,300,4.71,0.41,3.89,1015.41,11.27,12.79,0.81,1.41,11.27,5.0,3.89,5.92,11.27,2.59,0.83
2012-05-15,26086.7239968,2723,9.58014101975762,13.46,283,2.52,0.31,2.65,1025.11,13.46,12.96,0.64,6.22,13.46,6.0,7.11,3.89,13.46,1.41,0.86
2012-05-16,23025.702999099998,2534,9.086702051736385,14.06,131,4.54,0.42,2.52,1017.46,14.06,12.76,0.66,7.09,14.06,5.0,9.11,7.11,14.06,6.22,0.89
2012-05-17,23279.6340001,2608,8.92624003071319,15.77,105,8.52,0.46,2.19,1004.51,15.77,11.52,0.77,11.84,15.77,5.0,11.84,9.11,15.77,7.09,0.92
2012-05-18,26941.9549992,2986,9.022757869792365,16.42,254,9.48,0.65,0.61,1009.32,16.42,10.12,0.78,6.81,16.42,5.0,9.06,10.59,16.42,10.59,0.95
2012-05-19,27343.4539992,3038,9.000478604081632,12.18,20,7.63,0.87,4.33,1010.67,12.18,12.73,0.82,7.07,12.18,4.0,9.32,9.06,12.18,6.81,0.98
2012-05-20,30357.9800006,3097,9.802382951436874,16.22,348,9.33,0.75,4.53,1009.14,16.22,10.69,0.82,11.44,16.22,5.0,11.44,9.32,16.22,7.07,0.01
2012-05-21,27537.9830033,3100,8.883220323645162,24.43,339,12.84,0.47,3.98,1014.23,24.46,8.93,0.75,13.47,24.46,7.0,13.47,11.44,24.43,11.44,0.04
2012-05-22,26300.466000099997,3177,8.278396600598048,25.37,343,14.32,0.17,2.18,1022.31,25.43,9.46,0.75,15.36,25.43,6.0,15.36,13.47,25.37,13.47,0.08
2012-05-23,26237.491999899998,3243,8.090500154147394,25.45,43,15.89,0.31,1.93,1025.75,25.66,7.47,0.78,15.81,25.66,7.0,15.81,15.36,25.45,15.36,0.11
2012-05-24,26640.882000899997,3327,8.007478810009017,24.14,69,12.14,0.09,4.88,1023.35,24.14,9.83,0.64,15.06,24.14,7.0,15.06,15.81,24.14,15.81,0.14
2012-05-25,23360.2800001,2901,8.052492244088246,24.64,76,10.24,0.0,5.15,1020.27,24.64,12.01,0.58,13.55,24.64,7.0,13.55,15.06,24.64,15.06,0.17
2012-05-26,27839.7429973,3416,8.149807668998829,25.98,83,10.22,0.13,3.3,1018.48,25.98,13.02,0.56,13.89,25.98,6.0,13.89,13.55,25.98,13.55,0.21
2012-05-27,29201.0209979,3453,8.456710396148276,25.58,264,12.16,0.21,0.71,1017.75,25.58,12.12,0.62,14.25,25.58,6.0,14.25,13.89,25.58,13.89,0.24
2012-05-28,28003.5370033,3440,8.140563082354651,22.37,19,12.93,0.33,1.06,1017.29,22.37,11.57,0.73,12.5,22.37,6.0,12.5,14.25,22.37,14.25,0.28
2012-05-29,27721.608999099997,3436,8.067988649330616,24.11,216,12.61,0.4,2.37,1017.83,24.11,9.08,0.72,13.7,24.11,6.0,13.7,12.5,24.11,12.5,0.31
2012-05-30,28462.7759964,3552,8.013168917905405,19.54,267,12.02,0.48,4.31,1018.59,19.54,12.49,0.76,13.98,19.54,6.0,13.98,13.7,19.54,13.7,0.35
2012-05-31,29286.676998699997,3606,8.121651968580144,20.08,320,12.69,0.63,0.84,1019.08,20.08,11.14,0.78,12.17,20.08,6.0,12.17,13.98,20.08,13.98,0.39
2012-06-01,29918.3040003,3663,8.16770515978706,17.54,94,10.58,0.71,4.71,1014.89,17.54,9.29,0.81,11.03,17.54,5.0,11.03,11.83,17.54,11.83,0.43
2012-06-02,31425.217996,3713,8.46356530999192,12.19,91,10.73,0.82,4.54,1007.36,12.19,6.18,0.95,4.48,12.19,5.0,7.64,10.97,12.19,10.97,0.46
2012-06-03,34632.632001599995,3710,9.334941240323449,13.89,20,6.87,0.56,3.37,1013.69,13.89,10.86,0.79,7.54,13.89,6.0,7.54,7.64,13.89,4.48,0.5
2012-06-04,32897.5940003,3724,8.833940386761547,15.0,160,8.14,0.51,3.42,1014.65,15.0,11.3,0.82,11.54,15.0,6.0,11.54,7.54,15.0,7.54,0.54
2012-06-05,34353.238004,3716,9.244681917115177,18.13,215,11.78,0.52,4.58,1002.58,18.13,11.86,0.82,12.6,18.13,6.0,12.6,12.52,18.13,12.52,0.58
2012-06-06,31584.8510029,3731,8.465518896515679,17.29,183,12.18,0.6,4.24,998.19,17.29,11.15,0.86,12.28,17.29,6.0,12.28,12.6,17.29,12.6,0.61
2012-06-07,33129.622992799996,3783,8.757500130266983,15.17,221,9.71,0.68,8.64,998.33,15.17,12.05,0.78,11.02,15.17,5.0,11.02,12.28,15.17,12.28,0.65
2012-06-08,33698.001998499996,3810,8.844619947112859,17.92,251,6.44,0.38,6.62,1009.44,17.92,13.12,0.61,8.91,17.92,6.0,8.91,11.02,17.92,11.02,0.68
2012-06-09,33207.0360022,3871,8.578412813794886,17.22,119,9.33,0.4,1.56,1008.58,17.22,11.46,0.78,12.09,17.22,6.0,12.09,8.91,17.22,8.91,0.72
2012-06-10,35506.9590017,3891,9.125407093729118,13.28,33,11.57,0.85,4.37,1002.0,13.28,6.37,0.95,10.78,13.28,5.0,10.78,10.97,13.28,10.97,0.75
2012-06-11,36865.4410052,3885,9.489174003912485,12.87,9,8.79,0.8,3.69,1008.62,12.87,11.81,0.83,7.54,12.87,5.0,7.54,10.46,12.87,10.46,0.78
2012-06-12,36189.332999599996,3933,9.201457665802186,17.51,123,6.68,0.32,1.01,1016.35,17.51,12.6,0.67,7.79,17.51,6.0,8.7,7.54,17.51,7.54,0.81
2012-06-13,27708.8359973,3240,8.552109875709876,18.08,105,8.21,0.35,4.6,1016.24,18.08,12.6,0.71,12.91,18.08,6.0,12.91,8.7,18.08,7.79,0.84
2012-06-14,26650.113996199998,3092,8.619053685705044,17.59,201,11.11,0.47,4.96,1008.12,17.59,12.31,0.78,12.57,17.59,6.0,12.57,12.91,17.59,12.91,0.87
2012-06-15,26313.994996999998,3065,8.585316475367046,17.47,214,9.73,0.57,7.3,1008.62,17.47,13.13,0.72,12.46,17.47,6.0,12.46,12.57,17.47,12.57,0.9
2012-06-16,25288.4120005,2833,8.926372043946348,19.44,228,9.47,0.48,4.86,1016.26,19.44,13.33,0.67,11.17,19.44,6.0,11.17,12.46,19.44,12.46,0.93
2012-06-17,29458.876004399997,3255,9.050345930691243,18.87,248,9.48,0.43,2.39,1016.94,18.87,12.49,0.73,10.1,18.87,6.0,10.1,11.17,18.87,11.17,0.96
2012-06-18,34009.982999399996,4067,8.36242512894025,20.35,225,9.32,0.31,1.97,1019.22,20.35,12.84,0.68,11.47,20.35,7.0,11.47,10.1,20.35,10.1,0.99
2012-06-19,33311.025998,4098,8.12860566081015,21.16,93,9.49,0.32,2.63,1016.69,21.16,12.33,0.64,13.92,21.16,6.0,13.92,11.47,21.16,11.47,0.03
2012-06-20,33185.5189982,4128,8.039127664292636,19.08,168,12.86,0.59,2.75,1006.07,19.08,9.83,0.84,11.44,19.08,5.0,11.44,11.52,19.08,11.52,0.06
2012-06-21,34588.4990016,4112,8.411599951750974,17.53,228,10.62,0.54,7.04,1010.38,17.53,12.92,0.78,11.01,17.53,5.0,11.01,11.44,17.53,11.44,0.09
2012-06-22,34903.1340024,4122,8.467524018049492,18.12,231,9.17,0.33,5.55,1019.39,18.12,13.23,0.71,11.65,18.12,6.0,11.65,11.01,18.12,11.01,0.12
2012-06-23,35801.7439982,4151,8.624847988002891,19.88,248,11.14,0.54,4.44,1012.31,19.88,12.12,0.77,12.11,19.88,6.0,12.11,11.65,19.88,11.65,0.16
2012-06-24,37283.0429967,4136,9.014275386049324,21.15,270,11.02,0.36,2.35,1017.44,21.15,13.18,0.7,14.04,21.15,6.0,14.04,12.11,21.15,12.11,0.19
2012-06-25,34490.8410025,4163,8.28509272219553,22.92,209,12.14,0.56,2.82,1019.93,22.92,12.83,0.69,17.74,22.92,6.0,17.56,14.04,22.92,14.04,0.23
2012-06-26,34355.1610001,4171,8.236672500623351,22.66,232,16.17,0.57,2.94,1017.53,22.78,12.44,0.82,17.22,22.78,6.0,17.11,17.56,22.66,17.74,0.27
2012-06-27,34431.023999699995,4164,8.268737752089336,27.16,184,16.52,0.31,3.03,1005.5,28.64,12.79,0.75,13.96,28.64,6.0,13.96,16.23,27.16,16.23,0.3
2012-06-28,33350.918999,4089,8.156253117877231,20.96,213,12.33,0.44,6.24,1004.93,20.96,13.04,0.75,15.29,20.96,6.0,15.29,13.96,20.96,13.96,0.34
2012-06-29,34313.3209978,4180,8.208928468373205,20.13,215,11.43,0.48,5.76,1008.1,20.13,12.92,0.71,11.01,20.13,6.0,11.01,13.61,20.13,13.61,0.38
2012-06-30,34306.9860024,4183,8.20152665608415,17.88,234,9.31,0.31,5.06,1014.12,17.88,13.2,0.7,12.47,17.88,6.0,12.47,11.01,17.88,11.01,0.42
2012-07-01,36524.6870034,4198,8.70049714230586,17.58,192,12.17,0.56,4.51,1015.49,17.58,11.97,0.83,15.52,17.58,6.0,15.43,12.47,17.58,12.47,0.45
2012-07-02,36164.242995399996,4194,8.622852407105388,18.81,192,15.16,0.78,3.64,1013.77,18.81,11.54,0.9,16.12,18.81,5.0,15.95,15.43,18.81,15.52,0.49
2012-07-03,35466.9179981,4190,8.464658233436754,21.44,176,15.78,0.66,3.35,1009.62,21.44,11.02,0.85,15.2,21.44,6.0,15.2,15.95,21.44,16.12,0.53
2012-07-04,34713.8019984,4209,8.247517699786172,22.33,192,12.99,0.48,1.35,1009.33,22.33,12.73,0.71,14.78,22.33,6.0,14.78,15.2,22.33,15.2,0.56
2012-07-05,34380.989998799996,4235,8.118297520377803,18.7,193,13.22,0.39,2.46,1007.45,18.7,11.89,0.82,13.42,18.7,5.0,13.42,14.78,18.7,14.78,0.6
2012-07-06,35877.6179979,4336,8.274358394349631,18.65,150,12.54,0.54,3.33,1007.26,18.65,11.28,0.81,14.28,18.65,6.0,14.28,13.42,18.65,13.42,0.63
2012-07-07,37466.7849996,4423,8.470898711191499,18.77,333,14.02,0.55,1.08,1005.49,18.77,10.94,0.89,14.38,18.77,6.0,14.38,14.28,18.77,14.28,0.67
2012-07-08,40279.8499994,4438,9.076126633483552,18.0,237,13.52,0.61,3.31,1010.95,18.0,11.28,0.85,13.96,18.0,5.0,13.96,14.38,18.0,14.38,0.7
2012-07-09,37892.2519959,4431,8.551625365809072,17.46,234,12.53,0.55,3.33,1010.77,17.46,12.18,0.84,12.07,17.46,6.0,12.07,13.28,17.46,13.28,0.73
2012-07-10,37769.4049982,4526,8.344985638135219,18.75,252,10.82,0.48,4.03,1010.87,18.75,13.0,0.79,10.04,18.75,6.0,10.04,12.07,18.75,12.07,0.76
2012-07-11,36939.210998099996,4475,8.254572290078212,18.67,231,10.29,0.5,3.27,1012.07,18.67,12.34,0.8,13.15,18.67,6.0,13.15,10.04,18.67,10.04,0.79
2012-07-12,37933.815997599995,4586,8.271656344875707,19.26,229,12.88,0.58,4.59,1002.07,19.26,12.26,0.83,13.66,19.26,6.0,13.66,14.21,19.26,14.21,0.82
2012-07-13,38403.634994399996,4653,8.253521382849774,16.44,281,12.58,0.63,1.68,1004.61,16.44,11.91,0.88,12.44,16.44,5.0,12.44,13.13,16.44,13.13,0.85
2012-07-14,40491.6770033,4700,8.615250426234043,18.26,272,9.03,0.39,3.45,1015.16,18.26,11.97,0.69,13.05,18.26,6.0,13.05,12.44,18.26,12.44,0.88
2012-07-15,40802.723996299996,4721,8.642813809849606,17.06,234,12.67,0.68,5.27,1019.8,16.99,12.21,0.85,13.92,17.15,5.0,13.92,13.05,16.94,13.05,0.91
2012-07-16,40370.538998799995,4710,8.571239702505308,22.44,254,14.26,0.55,4.9,1022.06,22.48,12.81,0.77,14.91,22.48,5.0,14.91,13.92,22.44,13.92,0.94
2012-07-17,38339.499001,4695,8.16602747625133,18.52,230,14.28,0.72,5.3,1013.52,18.52,12.47,0.85,13.77,18.52,5.0,13.77,14.91,18.52,14.91,0.97
2012-07-18,39137.3809995,4732,8.270790574704142,20.18,267,11.56,0.48,4.41,1010.4,20.18,12.96,0.73,13.12,20.18,6.0,13.12,13.77,20.18,13.77,0.01
2012-07-19,38133.5369969,4681,8.146450971352275,17.77,340,11.44,0.54,1.52,1016.21,17.77,12.18,0.79,11.83,17.77,5.0,11.83,13.12,17.77,13.12,0.04
2012-07-20,38730.006002999995,4706,8.229920527624309,19.89,57,9.86,0.36,0.9,1023.63,19.89,12.5,0.7,12.24,19.89,6.0,12.24,11.83,19.89,11.83,0.07
2012-07-21,38600.6930035,4739,8.145324541780965,22.86,205,10.53,0.22,3.0,1026.73,22.86,12.6,0.66,12.47,22.86,6.0,12.47,12.24,22.86,12.24,0.11
2012-07-22,39091.728997,4737,8.252423263035677,27.18,209,10.92,0.19,3.21,1023.04,27.18,12.71,0.58,14.21,27.18,6.0,14.21,12.47,27.18,12.47,0.14
2012-07-23,37880.9980015,4733,8.003591379991548,28.32,154,12.24,0.02,0.87,1018.25,28.32,12.31,0.58,15.74,28.32,7.0,15.74,14.21,28.32,14.21,0.18
2012-07-24,37076.8470007,4682,7.919019009120034,29.37,68,12.96,0.2,0.81,1016.59,29.37,12.31,0.57,15.93,29.37,6.0,15.93,15.74,29.37,15.74,0.22
2012-07-25,35986.125997899995,4497,8.002251722904157,26.44,80,12.8,0.12,2.8,1018.08,26.44,11.7,0.61,16.01,26.44,6.0,15.93,15.93,26.44,15.93,0.26
2012-07-26,37178.6020039,4700,7.910340851893617,23.79,355,15.07,0.36,1.48,1012.66,23.79,9.75,0.75,15.02,23.79,5.0,15.02,15.93,23.79,16.01,0.29
2012-07-27,38958.269000299995,4735,8.227723125723335,21.09,296,8.16,0.44,2.52,1010.56,21.09,13.26,0.55,10.97,21.09,6.0,10.97,14.93,21.09,14.93,0.33
2012-07-28,38385.5139948,4741,8.096501580847923,17.92,236,9.81,0.3,3.53,1011.76,17.92,12.97,0.75,8.53,17.92,5.0,9.86,10.97,17.92,10.97,0.37
2012-07-29,40604.4039967,4740,8.566329957109705,19.69,246,7.83,0.31,4.22,1015.19,19.69,12.92,0.65,11.52,19.69,5.0,11.52,9.86,19.69,8.53,0.41
2012-07-30,38232.892003199995,4731,8.081355316677234,20.19,207,13.16,0.53,3.03,1014.62,20.19,11.57,0.84,13.69,20.19,5.0,13.69,11.52,20.19,11.52,0.44
2012-07-31,38902.4599988,4734,8.21767215859738,22.57,179,13.95,0.41,3.24,1009.58,22.57,11.3,0.79,15.61,22.57,5.0,15.61,13.69,22.57,13.69,0.48
2012-08-01,38237.4209997,4738,8.07037167574926,21.29,217,13.13,0.45,4.71,1010.31,21.29,12.63,0.74,13.09,21.29,4.0,13.09,15.61,21.29,15.61,0.52
2012-08-02,37661.6009975,4731,7.960600506763897,21.77,205,12.09,0.33,4.37,1012.49,21.77,12.63,0.73,14.36,21.77,5.0,14.36,13.09,21.77,13.09,0.55
2012-08-03,37981.513000399995,4748,7.999476200589721,21.04,195,13.09,0.41,3.97,1010.03,21.04,12.89,0.77,12.98,21.04,5.0,12.98,14.36,21.04,14.36,0.58
2012-08-04,38707.4029995,4745,8.15751380389884,20.69,195,12.76,0.34,2.23,1007.24,20.69,11.99,0.79,14.77,20.69,5.0,14.77,12.98,20.69,12.98,0.62
2012-08-05,41070.8860028,4737,8.670231370656534,20.95,241,12.89,0.41,3.26,1009.08,20.95,12.78,0.77,11.49,20.95,5.0,11.49,14.77,20.95,14.77,0.65
2012-08-06,39322.3419935,4754,8.271422379785443,19.32,239,11.42,0.46,3.83,1019.52,19.32,12.89,0.78,14.84,19.32,5.0,14.84,11.49,19.32,11.49,0.68
2012-08-07,38859.5850021,4727,8.220771102623228,22.8,260,14.56,0.54,1.73,1022.61,22.8,11.43,0.77,13.33,22.8,4.0,13.33,15.03,22.8,15.03,0.71
2012-08-08,38048.6690023,4754,8.003506310959192,25.92,48,13.31,0.27,0.52,1025.62,25.92,11.47,0.69,14.5,25.92,5.0,14.5,13.33,25.92,13.33,0.74
2012-08-09,37799.968001199995,4747,7.9629172111228135,24.99,114,13.77,0.23,0.55,1026.05,24.99,11.7,0.7,15.21,24.99,5.0,15.21,14.5,24.99,14.5,0.77
2012-08-10,37799.3159991,4745,7.966136143119073,22.91,92,12.38,0.24,4.3,1020.96,22.91,11.97,0.67,16.03,22.91,5.0,16.03,15.21,22.91,15.21,0.8
2012-08-11,38128.196000799995,4749,8.028678879932617,25.13,123,14.21,0.24,2.43,1012.34,25.13,11.18,0.7,15.26,25.13,5.0,15.26,16.03,25.13,16.03,0.83
2012-08-12,39954.571999499996,4752,8.407948653093433,22.68,176,14.78,0.42,2.92,1011.16,22.68,12.04,0.79,17.81,22.68,4.0,17.62,15.26,22.68,15.26,0.86
2012-08-13,38405.1519998,4751,8.083593348726584,23.97,175,15.33,0.44,2.31,1011.08,23.97,11.8,0.75,18.01,23.97,5.0,17.87,17.62,23.97,17.81,0.89
2012-08-14,37052.1810049,4687,7.9053085139534875,22.57,146,15.23,0.26,2.67,1006.5,22.79,11.96,0.77,16.02,22.79,5.0,16.02,17.38,22.57,17.38,0.92
2012-08-15,38310.4670003,4724,8.109751693543608,21.67,197,13.28,0.42,4.22,1014.08,21.67,12.84,0.71,17.92,21.67,4.0,17.92,16.02,21.67,16.02,0.95
2012-08-16,37836.0769971,4747,7.97052390922688,27.23,175,14.11,0.45,3.71,1013.84,27.23,13.08,0.63,20.54,27.23,4.0,20.54,17.92,27.23,17.92,0.98
2012-08-17,36883.8960016,4739,7.783054653217978,29.86,215,15.92,0.23,2.17,1013.75,30.6,12.87,0.59,18.33,30.6,5.0,17.97,20.54,29.86,20.54,0.03
2012-08-18,37965.2429996,4741,8.007855515629613,28.88,251,17.77,0.21,0.76,1015.16,29.5,12.28,0.72,17.05,29.5,4.0,16.96,17.97,28.88,18.33,0.06
2012-08-19,39740.469997399996,4738,8.387604473913042,24.54,231,15.64,0.34,2.78,1019.31,24.54,12.5,0.75,16.36,24.54,4.0,16.27,16.96,24.54,17.05,0.1
2012-08-20,38621.3590025,4746,8.137665192267173,22.09,240,13.99,0.34,2.54,1017.69,22.09,12.52,0.75,13.16,22.09,4.0,13.16,16.27,22.09,16.36,0.13
2012-08-21,37494.3069988,4716,7.9504467766751485,21.48,248,11.88,0.34,4.6,1017.28,21.48,12.87,0.72,12.96,21.48,4.0,12.96,13.16,21.48,13.16,0.17
2012-08-22,36847.708998999995,4697,7.844945496912922,22.04,231,11.29,0.37,2.6,1014.56,22.04,12.83,0.7,14.07,22.04,4.0,14.07,12.96,22.04,12.96,0.21
2012-08-23,36879.865996399996,4714,7.82347602808655,20.27,186,12.3,0.44,2.88,1005.28,20.27,12.34,0.76,15.67,20.27,4.0,15.58,14.07,20.27,14.07,0.25
2012-08-24,37545.116999,4745,7.912564172602739,20.93,222,14.85,0.52,3.94,1001.05,20.93,12.3,0.88,14.26,20.93,4.0,14.26,15.04,20.93,15.04,0.28
2012-08-25,38640.470998699995,4747,8.139977037855486,21.01,268,10.74,0.51,4.39,1014.38,21.01,13.2,0.69,12.62,21.01,4.0,12.62,14.26,21.01,14.26,0.32
2012-08-26,38458.9730046,4749,8.0983308074542,20.99,182,12.62,0.32,3.82,1014.33,20.99,12.46,0.75,14.97,20.99,4.0,14.97,12.62,20.99,12.62,0.36
2012-08-27,39203.5159985,4710,8.323464118577494,22.5,224,13.49,0.39,4.17,1012.79,22.5,12.63,0.75,14.74,22.5,4.0,14.74,14.97,22.5,14.97,0.39
2012-08-28,38249.497998599996,4744,8.06271037069983,19.69,197,12.95,0.36,4.15,1012.74,19.69,11.84,0.85,14.09,19.69,3.0,14.09,13.66,19.69,13.66,0.43
2012-08-29,37968.290002,4565,8.31725958422782,16.92,292,11.14,0.4,2.65,1016.19,16.92,12.33,0.8,5.92,16.92,3.0,7.78,11.25,16.92,11.25,0.46
2012-08-30,39422.499996,4726,8.341620820143884,17.72,321,5.08,0.33,3.21,1028.62,17.72,13.02,0.6,13.11,17.72,4.0,13.11,7.78,17.72,5.92,0.49
2012-08-31,38433.0030024,4740,8.108228481518987,20.53,236,11.33,0.55,2.53,1026.14,20.53,13.15,0.72,12.57,20.53,3.0,12.57,13.11,20.53,13.11,0.54
2012-09-01,39422.489,4746,8.306466287399916,18.35,247,13.66,0.56,3.11,1024.58,18.37,12.07,0.87,15.69,18.37,3.0,15.69,12.57,18.35,12.57,0.57
2012-09-02,42591.466997999996,4729,9.006442587862127,24.34,291,13.16,0.5,1.15,1025.68,24.34,10.48,0.72,13.71,24.34,3.0,13.71,15.69,24.34,15.69,0.6
2012-09-03,39783.885997,4752,8.372029881523568,24.79,299,14.14,0.42,1.9,1023.55,24.79,11.41,0.77,12.07,24.79,3.0,12.07,13.71,24.79,13.71,0.63
2012-09-04,39495.548999499995,4730,8.350010359302324,19.97,5,7.83,0.27,3.26,1026.74,19.97,12.5,0.6,8.67,19.97,3.0,8.67,12.07,19.97,12.07,0.66
2012-09-05,38821.7400005,4751,8.171277625868239,20.76,233,8.34,0.46,1.88,1028.3,20.76,12.41,0.67,11.46,20.76,3.0,11.46,8.67,20.76,8.67,0.69
2012-09-06,38230.9910005,4732,8.079245773562976,25.76,249,9.58,0.18,2.97,1024.47,25.76,11.75,0.63,10.41,25.76,3.0,10.41,11.46,25.76,11.46,0.72
2012-09-07,38211.2929999,4754,8.037714135443837,27.12,215,9.27,0.14,1.39,1020.6,27.12,12.36,0.62,11.32,27.12,4.0,11.32,10.41,27.12,10.41,0.75
2012-09-08,39044.2289964,4737,8.242395819379354,27.78,202,10.83,0.22,2.97,1011.85,27.78,12.2,0.67,16.93,27.78,3.0,16.93,11.32,27.78,11.32,0.78
2012-09-09,40012.4330003,4664,8.578995068674956,20.21,216,14.19,0.59,5.69,1010.15,20.21,12.65,0.78,14.77,20.21,3.0,14.77,16.93,20.21,16.93,0.81
2012-09-10,40466.8889999,4753,8.513967809783296,17.82,261,8.07,0.37,4.84,1012.33,17.82,13.18,0.62,6.77,17.82,3.0,8.24,11.73,17.82,11.73,0.84
2012-09-11,38959.7029952,4720,8.254174363389831,17.92,254,7.95,0.34,3.93,1014.64,17.92,13.16,0.72,7.17,17.92,3.0,8.62,8.24,17.92,6.77,0.87
2012-09-12,39466.2789965,4760,8.291235083298318,17.64,274,7.18,0.37,2.92,1018.75,17.64,12.96,0.68,13.61,17.64,3.0,13.61,8.62,17.64,7.17,0.9
2012-09-13,39282.4370002,4767,8.24049444099014,20.69,266,10.23,0.56,5.42,1013.51,20.69,13.31,0.68,8.97,20.69,3.0,9.69,13.61,20.69,13.61,0.94
2012-09-14,39623.8209984,4773,8.301659542928975,21.12,247,9.53,0.22,2.87,1017.25,21.12,12.92,0.7,12.98,21.12,3.0,12.98,9.69,21.12,8.97,0.97
2012-09-15,40286.6410008,4793,8.405307949259337,18.31,232,11.04,0.66,3.88,1013.26,18.31,12.55,0.76,13.29,18.31,2.0,13.29,12.98,18.31,12.98,0.02
2012-09-16,43261.1140028,4794,9.024012099040467,18.72,243,10.06,0.55,4.04,1012.36,18.72,13.07,0.71,11.43,18.72,3.0,11.43,13.29,18.72,13.29,0.05
2012-09-17,41086.1490014,4792,8.573904215651085,17.19,273,6.77,0.28,4.39,1013.39,17.19,13.02,0.64,5.17,17.19,3.0,7.35,10.97,17.19,10.97,0.08
2012-09-18,40997.8279997,4822,8.502245541206968,16.3,275,4.66,0.27,3.65,1021.81,16.3,12.99,0.63,8.07,16.3,3.0,9.07,7.35,16.3,5.17,0.12
2012-09-19,41282.5140046,4825,8.555961451730571,17.38,226,7.24,0.45,3.17,1020.9,17.38,13.0,0.7,10.34,17.38,2.0,10.34,9.07,17.38,8.07,0.16
2012-09-20,41323.076004099996,4793,8.62154725727102,16.32,268,8.68,0.43,1.47,1015.46,16.32,12.54,0.76,5.43,16.32,2.0,6.59,10.34,16.32,10.34,0.2
2012-09-21,42699.1219998,4850,8.803942680371135,15.62,31,5.38,0.28,1.98,1019.37,15.62,12.97,0.69,7.69,15.62,2.0,8.85,6.59,15.62,5.43,0.23
2012-09-22,43890.357998399995,4874,9.004997537628231,12.31,87,8.42,0.48,4.46,1009.6,12.31,10.62,0.86,10.96,12.31,2.0,10.96,8.85,12.31,7.69,0.27
2012-09-23,51118.7429971,4873,10.490199671065053,15.2,212,11.14,0.66,2.53,989.47,15.2,8.1,0.88,7.49,15.2,2.0,9.74,11.51,15.2,11.51,0.31
2012-09-24,46977.714997999996,4873,9.640409398317258,15.47,203,8.56,0.28,4.92,988.79,15.47,13.13,0.78,10.07,15.47,2.0,10.07,9.74,15.47,7.49,0.34
2012-09-25,45198.3820038,4905,9.214756779571864,15.14,169,10.23,0.39,2.57,992.07,15.14,12.44,0.88,10.57,15.14,2.0,10.57,10.07,15.14,10.07,0.38
2012-09-26,45877.5310004,4911,9.34179006320505,16.61,301,9.5,0.48,2.17,1006.39,16.61,11.41,0.82,7.44,16.61,2.0,9.03,10.57,16.61,10.57,0.41
2012-09-27,45873.0470033,4943,9.280406029395104,17.07,227,9.78,0.39,4.08,1012.91,17.07,12.84,0.85,6.9,17.07,2.0,8.74,9.03,17.07,7.44,0.45
2012-09-28,45734.9419987,4952,9.235650645941034,15.83,270,6.81,0.17,3.36,1017.85,15.83,13.21,0.75,4.87,15.83,2.0,6.42,8.71,15.83,6.9,0.48
2012-09-29,46740.2179995,4976,9.393130626909164,16.46,221,8.66,0.48,4.6,1019.0,16.46,13.15,0.81,13.66,16.46,2.0,13.66,6.42,16.46,4.87,0.52
2012-09-30,50586.922999999995,4986,10.145792819895707,16.24,217,12.43,0.61,4.57,1012.11,16.24,11.43,0.89,10.87,16.24,2.0,10.87,12.37,16.24,12.37,0.55
2012-10-01,48023.230002,4995,9.61426026066066,16.44,211,10.9,0.39,5.09,1010.12,16.44,12.55,0.85,11.06,16.44,2.0,11.06,10.87,16.44,10.87,0.58
2012-10-02,47269.7199953,5020,9.416278883525896,14.34,230,8.97,0.36,4.65,1005.61,14.34,12.99,0.8,5.02,14.34,2.0,7.19,9.35,14.34,7.78,0.61
2012-10-03,47573.517005099995,5053,9.41490540374035,14.99,235,7.55,0.28,3.65,1008.02,14.99,12.79,0.79,10.98,14.99,2.0,10.98,7.19,14.99,5.02,0.63
2012-10-04,47523.533007,5072,9.369781744282333,15.6,244,10.05,0.61,3.0,1006.96,15.49,10.11,0.86,5.86,15.65,2.0,7.61,9.16,15.49,8.34,0.66
2012-10-05,48673.815003899996,5087,9.568275015510123,14.89,6,7.3,0.4,1.75,1012.51,14.89,11.06,0.83,5.17,14.89,2.0,5.27,7.61,14.89,5.86,0.69
